index,Age,Workclass,Final weight,Education,Marital-status,Occupation,Relationship,Sex,Capital-gain,Capital-loss,Hours per week,Native country,Income
43006,35, Private,210945, HS-grad, Married-civ-spouse, Tech-support, Husband, Male,7298,0,38, United-States, >50K.
2113,57, Private,103809, HS-grad, Never-married, Sales, Unmarried, Female,0,0,40, United-States, <=50K
26616,44, Private,261497, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, ?, <=50K
35984,34, Self-emp-inc,223267, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,2829,0,78, United-States, <=50K.
45893,25, Private,184303, 7th-8th, Never-married, Priv-house-serv, Other-relative, Female,0,0,40, Guatemala, <=50K.
3814,25, Private,209970, Bachelors, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States, <=50K
41089,29, Private,498833, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, Nicaragua, <=50K.
35923,29, Private,194869, Some-college, Never-married, Sales, Not-in-family, Male,0,0,35, United-States, <=50K.
35046,60, Private,178764, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,25, United-States, <=50K.
4599,46, Self-emp-inc,219962, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Male,7298,0,40, ?, >50K
32781,23, Private,42251, Bachelors, Never-married, Exec-managerial, Not-in-family, Female,0,0,45, United-States, <=50K.
34414,30, Local-gov,79190, Bachelors, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States, <=50K.
29052,29, Private,124953, Bachelors, Never-married, Prof-specialty, Own-child, Male,0,0,50, United-States, <=50K
47767,22, Private,155362, HS-grad, Never-married, Sales, Own-child, Female,0,0,35, United-States, <=50K.
35133,41, Self-emp-inc,136986, Masters, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K.
4648,26, Private,195994, Some-college, Never-married, Sales, Not-in-family, Female,0,0,15, United-States, <=50K
44965,22, Private,376393, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,30, United-States, <=50K.
26916,22, Private,190916, Some-college, Never-married, Tech-support, Own-child, Female,0,0,40, United-States, <=50K
33142,23, Private,325179, HS-grad, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States, >50K.
22861,36, Private,361888, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, ?, >50K
525,28, Private,85812, Some-college, Married-civ-spouse, Sales, Wife, Female,0,0,40, United-States, <=50K
41899,58, Private,156873, 11th, Married-civ-spouse, Protective-serv, Husband, Male,0,0,35, United-States, <=50K.
11561,57, State-gov,290661, Doctorate, Divorced, Prof-specialty, Not-in-family, Male,0,0,60, United-States, >50K
46678,56, Federal-gov,75804, Masters, Divorced, Prof-specialty, Not-in-family, Male,0,0,48, United-States, <=50K.
12765,38, State-gov,364958, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male,3464,0,40, United-States, <=50K
23279,50, Private,194231, Masters, Divorced, Sales, Not-in-family, Female,0,0,40, United-States, >50K
26723,41, Self-emp-not-inc,238184, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Female,0,0,40, United-States, <=50K
19975,37, Private,187748, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
27490,36, Self-emp-inc,184456, Bachelors, Never-married, Tech-support, Not-in-family, Male,27828,0,55, United-States, >50K
19342,26, Private,266022, Some-college, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States, <=50K
33297,32, Private,160458, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States, <=50K.
21116,34, Private,226296, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States, >50K
42229,18, ?,36064, 12th, Never-married, ?, Own-child, Male,0,0,20, United-States, <=50K.
45241,66, Private,242589, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,34, United-States, <=50K.
17778,39, Private,387068, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K
29426,45, Private,30457, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,40, United-States, >50K
12201,44, Private,121874, Some-college, Divorced, Sales, Unmarried, Male,0,0,55, United-States, >50K
45350,27, ?,214695, Bachelors, Married-civ-spouse, ?, Husband, Male,0,0,30, United-States, <=50K.
11171,46, Private,54985, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,1887,40, United-States, >50K
26017,25, Private,242700, Some-college, Never-married, Transport-moving, Not-in-family, Male,10520,0,50, United-States, >50K
26958,72, ?,188009, 7th-8th, Divorced, ?, Not-in-family, Male,0,0,30, United-States, <=50K
48688,39, Private,109351, Assoc-voc, Separated, Adm-clerical, Not-in-family, Female,0,0,40, United-States, <=50K.
12003,25, Private,211497, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K
22015,33, Private,255004, Some-college, Never-married, Sales, Not-in-family, Male,0,0,50, United-States, <=50K
31585,21, Private,39943, Some-college, Never-married, Sales, Own-child, Female,0,0,20, United-States, <=50K
31860,21, Private,224640, Some-college, Never-married, Sales, Own-child, Female,0,0,40, United-States, <=50K
25849,62, Local-gov,180162, 9th, Divorced, Protective-serv, Not-in-family, Male,0,0,24, United-States, <=50K
6563,49, Private,144844, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,52, United-States, >50K
4703,33, Private,157747, 9th, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,70, United-States, <=50K
15282,36, Private,174308, 11th, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States, <=50K
39063,19, Private,179422, HS-grad, Never-married, Other-service, Not-in-family, Female,0,0,35, United-States, <=50K.
33723,38, Private,258339, Assoc-voc, Married-civ-spouse, Other-service, Husband, Male,0,0,70, Iran, <=50K.
39443,23, Private,496856, Assoc-acdm, Never-married, Sales, Own-child, Female,0,0,35, United-States, <=50K.
36221,31, Private,131633, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K.
25963,61, Self-emp-not-inc,221884, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States, >50K
12803,64, Private,254797, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K
8595,38, Self-emp-not-inc,233571, HS-grad, Separated, Other-service, Unmarried, Female,0,0,40, United-States, <=50K
34839,24, Private,166827, HS-grad, Divorced, Sales, Not-in-family, Female,0,0,30, United-States, <=50K.
956,44, Self-emp-inc,398473, Some-college, Married-civ-spouse, Sales, Husband, Male,0,0,70, United-States, >50K
46804,60, Private,166789, Some-college, Divorced, Tech-support, Not-in-family, Male,0,1408,50, United-States, <=50K.
7005,26, State-gov,208122, Bachelors, Never-married, Prof-specialty, Not-in-family, Male,0,0,15, United-States, <=50K
30027,43, Private,178780, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,49, United-States, >50K
33120,54, Private,53833, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States, <=50K.
46286,50, Private,241648, Assoc-voc, Divorced, Other-service, Not-in-family, Female,0,0,20, United-States, <=50K.
16309,38, Private,26698, HS-grad, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States, <=50K
39004,17, Private,197186, 10th, Never-married, Sales, Own-child, Female,0,0,24, United-States, <=50K.
45500,30, Private,119411, HS-grad, Divorced, Farming-fishing, Not-in-family, Male,0,0,40, United-States, <=50K.
28706,42, Self-emp-not-inc,79531, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States, >50K
8946,51, Private,145166, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States, <=50K
14025,23, Private,227471, HS-grad, Never-married, Handlers-cleaners, Own-child, Male,0,0,24, United-States, <=50K
48817,43, Local-gov,23157, Masters, Married-civ-spouse, Exec-managerial, Husband, Male,0,1902,50, United-States, >50K.
2920,63, Self-emp-not-inc,26904, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,98, United-States, <=50K
37412,35, Self-emp-inc,99146, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male,0,0,55, United-States, <=50K.
661,35, Private,261293, Masters, Never-married, Sales, Not-in-family, Male,0,0,60, United-States, <=50K
16082,28, ?,203260, Bachelors, Never-married, ?, Not-in-family, Male,0,0,8, United-States, <=50K
39825,25, ?,180246, Bachelors, Never-married, ?, Not-in-family, Male,0,1408,40, United-States, <=50K.
10181,43, Private,108945, Some-college, Never-married, Exec-managerial, Not-in-family, Female,0,0,50, United-States, <=50K
20049,58, Private,174040, Some-college, Never-married, Farming-fishing, Not-in-family, Male,0,0,40, United-States, <=50K
24363,28, Private,31493, Bachelors, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States, >50K
26911,25, Private,213383, Some-college, Never-married, Tech-support, Own-child, Male,0,0,40, United-States, <=50K
4790,40, Self-emp-not-inc,49156, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,20, United-States, <=50K
2356,22, ?,196943, Some-college, Separated, ?, Own-child, Male,0,0,25, United-States, <=50K
44662,51, Self-emp-not-inc,220001, Bachelors, Divorced, Sales, Unmarried, Female,0,0,40, United-States, <=50K.
28380,40, Private,72791, Some-college, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States, <=50K
18311,48, Self-emp-not-inc,370119, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K
48442,34, Self-emp-not-inc,156532, 7th-8th, Divorced, Farming-fishing, Not-in-family, Male,0,0,50, United-States, <=50K.
20022,21, Private,293968, Some-college, Married-spouse-absent, Sales, Own-child, Female,0,0,20, United-States, <=50K
31890,46, Private,128645, Some-college, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, United-States, <=50K
26745,57, Private,372020, Some-college, Married-civ-spouse, Sales, Husband, Male,5013,0,50, United-States, <=50K
17650,28, Private,51461, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male,0,1887,40, United-States, >50K
13612,27, Private,289147, HS-grad, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, United-States, <=50K
1560,18, Private,208447, 12th, Never-married, Handlers-cleaners, Own-child, Male,0,0,6, United-States, <=50K
44555,68, Private,535762, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,1844,10, United-States, <=50K.
10326,50, Private,149770, Masters, Never-married, Prof-specialty, Unmarried, Female,0,0,40, United-States, <=50K
7179,56, Private,318329, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States, <=50K
15349,46, Federal-gov,341762, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,7688,0,45, United-States, >50K
15313,57, Private,124771, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
46026,41, State-gov,205153, Masters, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States, >50K.
36877,47, Federal-gov,218325, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, Philippines, >50K.
29545,28, Private,171133, Assoc-voc, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States, <=50K
21288,33, Private,146440, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,1740,40, United-States, <=50K
33282,33, Private,187618, Bachelors, Never-married, Prof-specialty, Own-child, Male,0,1741,40, United-States, <=50K.
33662,34, State-gov,32174, HS-grad, Separated, Other-service, Not-in-family, Female,0,0,40, United-States, <=50K.
8601,31, Self-emp-not-inc,175856, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States, <=50K
16405,32, Private,106742, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States, <=50K
27961,41, Local-gov,336571, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K
48778,18, Private,86150, HS-grad, Never-married, Exec-managerial, Own-child, Female,0,0,15, United-States, <=50K.
899,28, Private,109165, HS-grad, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States, <=50K
32975,22, ?,213291, Assoc-acdm, Never-married, ?, Own-child, Male,0,0,25, United-States, <=50K.
47596,37, State-gov,115360, Masters, Divorced, Prof-specialty, Unmarried, Female,0,0,40, United-States, <=50K.
33226,65, ?,190454, 11th, Married-civ-spouse, ?, Husband, Male,0,0,29, United-States, <=50K.
26630,26, Private,137658, Bachelors, Never-married, Exec-managerial, Not-in-family, Female,0,0,45, United-States, <=50K
35198,25, Private,211392, HS-grad, Never-married, Other-service, Not-in-family, Male,0,0,48, United-States, <=50K.
24826,39, State-gov,183092, Doctorate, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, United-States, >50K
13629,40, Private,193537, Some-college, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, Dominican-Republic, <=50K
25683,27, Private,106039, Bachelors, Divorced, Prof-specialty, Own-child, Female,0,0,50, United-States, <=50K
3389,51, Private,293196, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,60, Iran, >50K
26289,34, Private,209449, Some-college, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States, >50K
36679,21, ?,278130, HS-grad, Never-married, ?, Own-child, Male,0,0,40, United-States, <=50K.
25291,24, Private,188925, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States, <=50K
33320,62, Private,159822, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States, <=50K.
26015,31, Private,87535, Some-college, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,25, United-States, <=50K
39685,61, Private,215766, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States, >50K.
18440,67, Federal-gov,65475, HS-grad, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States, >50K
1925,30, Private,230224, Bachelors, Never-married, Exec-managerial, Not-in-family, Male,0,0,55, United-States, >50K
38850,45, Private,207955, 5th-6th, Married-spouse-absent, Other-service, Not-in-family, Male,0,0,40, Ecuador, <=50K.
47971,32, Private,101103, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,40, United-States, <=50K.
25003,39, Private,165848, HS-grad, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States, <=50K
9078,23, Private,433669, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States, <=50K
105,32, Self-emp-inc,317660, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,40, United-States, >50K
3041,27, State-gov,28848, Bachelors, Never-married, Prof-specialty, Not-in-family, Male,0,0,9, United-States, <=50K
16369,33, Self-emp-not-inc,167476, 11th, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,7, United-States, <=50K
10361,19, ?,220517, Some-college, Never-married, ?, Own-child, Female,0,0,35, United-States, <=50K
32857,25, Private,236267, HS-grad, Never-married, Machine-op-inspct, Unmarried, Male,0,1590,40, United-States, <=50K.
23398,66, Private,28367, Bachelors, Married-civ-spouse, Priv-house-serv, Other-relative, Male,0,0,99, United-States, <=50K
15525,26, Private,82246, Bachelors, Never-married, Exec-managerial, Not-in-family, Male,0,1876,38, United-States, <=50K
43201,20, Private,267945, Some-college, Never-married, Sales, Own-child, Female,0,0,15, United-States, <=50K.
23116,31, Private,382368, Some-college, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, Germany, <=50K
18333,39, Federal-gov,255407, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
45004,39, Private,157641, Bachelors, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States, <=50K.
46824,39, Private,126569, Bachelors, Never-married, Transport-moving, Not-in-family, Male,0,0,40, ?, <=50K.
27424,23, Private,141272, Bachelors, Never-married, Other-service, Own-child, Female,0,0,30, United-States, <=50K
6368,22, Private,185279, HS-grad, Never-married, Handlers-cleaners, Own-child, Male,0,0,16, United-States, <=50K
22431,59, Private,138370, 10th, Married-spouse-absent, Protective-serv, Not-in-family, Male,0,0,40, India, <=50K
9127,41, Private,139907, 10th, Never-married, Handlers-cleaners, Unmarried, Male,0,0,50, United-States, <=50K
8905,26, Private,152436, HS-grad, Divorced, Adm-clerical, Not-in-family, Female,0,0,50, United-States, <=50K
35488,65, Self-emp-not-inc,176835, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, Female,7978,0,40, United-States, <=50K.
30811,57, Federal-gov,197875, HS-grad, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States, <=50K
29781,31, Private,221167, Bachelors, Widowed, Other-service, Not-in-family, Female,0,0,30, United-States, <=50K
46389,39, Private,268258, Bachelors, Married-civ-spouse, Transport-moving, Husband, Male,7688,0,50, United-States, >50K.
8783,48, Private,162816, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Male,0,0,45, United-States, <=50K
48630,59, Self-emp-inc,177271, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Male,99999,0,84, United-States, >50K.
39499,25, Private,179772, HS-grad, Never-married, Sales, Unmarried, Female,0,0,40, United-States, <=50K.
43408,35, State-gov,223725, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,65, United-States, <=50K.
9768,36, Private,218542, Some-college, Divorced, Craft-repair, Unmarried, Female,0,0,40, United-States, <=50K
46167,36, Private,203828, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Italy, <=50K.
3762,22, Private,369549, Some-college, Never-married, Other-service, Not-in-family, Female,0,0,30, United-States, <=50K
32981,52, Self-emp-inc,168539, Bachelors, Never-married, Exec-managerial, Not-in-family, Male,0,0,40, United-States, <=50K.
30087,26, Private,293984, 10th, Married-civ-spouse, Craft-repair, Own-child, Male,0,0,40, United-States, <=50K
47391,20, Private,73266, Some-college, Never-married, Transport-moving, Own-child, Male,0,0,40, United-States, <=50K.
41688,26, Private,140434, Some-college, Divorced, Sales, Not-in-family, Male,0,0,45, United-States, <=50K.
21804,25, Private,570821, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States, <=50K
6154,27, Private,135308, Bachelors, Never-married, Sales, Not-in-family, Female,0,0,40, United-States, <=50K
26143,34, ?,35595, Bachelors, Married-civ-spouse, ?, Husband, Male,0,0,30, United-States, <=50K
41125,55, Private,181974, Some-college, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States, <=50K.
17773,47, ?,109921, HS-grad, Separated, ?, Unmarried, Female,0,0,32, United-States, <=50K
29009,37, Private,99146, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States, >50K
30015,26, Private,147982, 11th, Divorced, Craft-repair, Not-in-family, Female,0,0,40, United-States, <=50K
26589,60, Self-emp-not-inc,21101, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States, <=50K
36935,30, Private,166671, HS-grad, Married-civ-spouse, Other-service, Other-relative, Female,0,0,40, United-States, <=50K.
20172,63, Private,84737, 7th-8th, Married-civ-spouse, Other-service, Husband, Male,0,0,40, South, <=50K
29759,46, Private,177633, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,50, United-States, >50K
16967,35, Private,100375, Some-college, Married-spouse-absent, Farming-fishing, Own-child, Male,0,0,40, United-States, <=50K
35201,40, Self-emp-not-inc,167678, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Dominican-Republic, >50K.
5109,52, Private,236180, Bachelors, Married-spouse-absent, Other-service, Not-in-family, Male,0,0,50, United-States, <=50K
9208,22, Private,113936, HS-grad, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States, <=50K
47563,54, Private,83103, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,67, United-States, <=50K.
8712,40, Private,187164, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,1672,45, United-States, <=50K
34531,47, Private,219054, HS-grad, Divorced, Other-service, Unmarried, Female,0,0,40, United-States, <=50K.
13547,54, Local-gov,185846, Masters, Married-civ-spouse, Prof-specialty, Husband, Male,0,1977,40, United-States, >50K
28541,36, Private,115360, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, Female,3464,0,40, United-States, <=50K
11536,63, Self-emp-not-inc,129845, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
3224,57, Self-emp-not-inc,225334, Prof-school, Married-civ-spouse, Sales, Wife, Female,15024,0,35, United-States, >50K
526,42, Private,221172, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K
15251,53, Private,209906, 1st-4th, Married-civ-spouse, Other-service, Husband, Male,0,0,35, Puerto-Rico, <=50K
44859,34, Private,104293, Assoc-acdm, Never-married, Tech-support, Unmarried, Female,0,0,40, United-States, <=50K.
5655,41, Private,140590, Some-college, Never-married, Sales, Not-in-family, Male,0,0,33, United-States, <=50K
41652,28, Private,252424, Assoc-voc, Never-married, Transport-moving, Own-child, Male,0,0,40, Cambodia, <=50K.
38827,61, ?,451327, Bachelors, Married-civ-spouse, ?, Husband, Male,0,0,24, United-States, >50K.
17343,38, Private,436361, HS-grad, Divorced, Other-service, Not-in-family, Female,0,0,75, United-States, <=50K
39110,61, Private,111797, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Female,0,0,32, United-States, <=50K.
30707,27, ?,146651, HS-grad, Married-civ-spouse, ?, Own-child, Female,0,0,15, United-States, <=50K
20017,64, ?,338355, Assoc-voc, Married-civ-spouse, ?, Wife, Female,0,0,15, United-States, <=50K
46765,18, Private,116167, HS-grad, Never-married, Other-service, Own-child, Female,0,0,16, United-States, <=50K.
17434,51, Private,313146, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States, <=50K
8782,21, ?,494638, Assoc-acdm, Never-married, ?, Own-child, Male,0,0,15, United-States, <=50K
8711,67, Self-emp-not-inc,127543, 10th, Married-civ-spouse, Farming-fishing, Husband, Male,2414,0,80, United-States, <=50K
3380,28, Private,208965, 9th, Never-married, Machine-op-inspct, Unmarried, Male,0,0,40, Mexico, <=50K
36444,29, ?,103628, Bachelors, Married-spouse-absent, ?, Not-in-family, Female,0,0,4, India, <=50K.
5776,34, Private,195860, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
39341,31, Private,310429, HS-grad, Separated, Handlers-cleaners, Not-in-family, Male,0,0,70, United-States, <=50K.
21563,32, Private,279173, Bachelors, Divorced, Sales, Not-in-family, Male,0,0,45, United-States, <=50K
34375,23, ?,473206, HS-grad, Never-married, ?, Own-child, Male,0,0,32, United-States, <=50K.
19994,33, Private,143851, Bachelors, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States, <=50K
18639,58, Private,145574, 11th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
23019,70, ?,135339, Bachelors, Married-civ-spouse, ?, Husband, Male,0,0,40, China, <=50K
48840,38, Private,374983, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States, <=50K.
26385,29, Federal-gov,107411, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Female,0,0,40, United-States, <=50K
17175,20, Private,231231, Some-college, Never-married, Sales, Not-in-family, Male,0,0,30, United-States, <=50K
41752,38, Private,181705, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K.
19440,21, State-gov,99199, Some-college, Never-married, Exec-managerial, Own-child, Male,0,0,10, United-States, <=50K
26431,68, Private,194746, Doctorate, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, Cuba, <=50K
1980,53, Local-gov,260106, Prof-school, Divorced, Prof-specialty, Not-in-family, Female,0,0,50, United-States, <=50K
11425,17, Private,226717, 12th, Never-married, Handlers-cleaners, Own-child, Male,0,0,20, United-States, <=50K
19982,30, Local-gov,40338, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
44923,22, ?,144210, 11th, Married-civ-spouse, ?, Wife, Female,0,0,20, United-States, <=50K.
12857,60, Private,52900, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States, <=50K
7424,34, Private,27409, 9th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States, <=50K
5626,43, Private,198203, Some-college, Married-spouse-absent, Other-service, Not-in-family, Female,0,0,40, United-States, <=50K
32196,41, Self-emp-inc,64506, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States, <=50K
34450,39, Private,154897, HS-grad, Never-married, Exec-managerial, Own-child, Female,0,0,50, United-States, <=50K.
28602,40, Private,478205, Bachelors, Never-married, Prof-specialty, Other-relative, Female,0,0,40, United-States, <=50K
16335,42, Self-emp-not-inc,27661, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States, <=50K
39214,47, Federal-gov,655066, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, Peru, >50K.
33756,24, Private,172941, Bachelors, Never-married, Prof-specialty, Unmarried, Male,0,0,20, United-States, <=50K.
32347,36, State-gov,212143, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,20, United-States, >50K
28087,41, Self-emp-not-inc,153132, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,40, United-States, >50K
44413,45, Private,160703, Masters, Divorced, Prof-specialty, Not-in-family, Female,0,0,55, United-States, <=50K.
22042,58, ?,175017, Bachelors, Divorced, ?, Not-in-family, Male,0,0,25, United-States, <=50K
11722,46, State-gov,72506, HS-grad, Married-civ-spouse, Other-service, Wife, Female,0,0,40, United-States, <=50K
3093,48, Self-emp-inc,193188, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K
13261,22, Self-emp-not-inc,269474, HS-grad, Never-married, Farming-fishing, Own-child, Male,0,0,40, United-States, <=50K
46766,41, Private,106159, HS-grad, Never-married, Machine-op-inspct, Own-child, Male,14344,0,48, United-States, >50K.
23411,31, State-gov,207505, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male,0,1977,70, United-States, >50K
17482,39, Self-emp-not-inc,218490, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male,0,2415,50, ?, >50K
10396,60, State-gov,97030, Bachelors, Divorced, Exec-managerial, Not-in-family, Female,0,0,35, United-States, <=50K
35612,42, Private,256448, Some-college, Never-married, Other-service, Not-in-family, Male,0,0,15, United-States, <=50K.
41846,21, Private,229769, HS-grad, Never-married, Adm-clerical, Own-child, Female,0,0,40, Mexico, <=50K.
3342,40, Private,181015, HS-grad, Separated, Other-service, Unmarried, Female,0,0,47, United-States, <=50K
16422,50, Self-emp-inc,158294, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male,99999,0,80, United-States, >50K
32232,30, Private,215441, Some-college, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, ?, <=50K
6540,21, Private,203924, Some-college, Never-married, Adm-clerical, Not-in-family, Male,2597,0,45, United-States, <=50K
23650,55, Private,82098, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States, <=50K
14288,51, Self-emp-not-inc,111939, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,35, United-States, >50K
36124,38, Private,126675, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, >50K.
13025,84, ?,368925, 5th-6th, Widowed, ?, Not-in-family, Male,0,0,15, United-States, <=50K
26029,52, Self-emp-not-inc,165278, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K
11745,33, Private,167309, Bachelors, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States, <=50K
44569,54, Self-emp-not-inc,155496, Some-college, Never-married, Other-service, Unmarried, Female,2176,0,40, United-States, <=50K.
